Contamination,Max Samples,Accuracy,Precision,Recall,F1 Score,False Positives,False Negatives,FP Rate (%),FN Rate (%),Train Time (s),Inference Time (ms/sample)
0.01,256,0.7284055499419966,0.5086369442248039,0.027727535722515753,0.05258830354377564,16157,586466,1.0000352800711543,97.22724642774843,7.387373924255371,0.0034974674457923342
0.01,1000,0.7340824054435798,0.6447293196710497,0.048609810159634344,0.09040358025433619,16157,573870,1.0000352800711543,95.13901898403657,9.332976341247559,0.004476352947874873
0.01,10000,0.7884699801787786,0.9073687414396591,0.24711575603747404,0.3884419635527828,15217,454133,0.9418541100973421,75.2884243962526,16.697418928146362,0.006814532975024921
0.01,0.05,0.8112887219143028,0.9254702794460897,0.332612721343654,0.48935275013811363,16157,402562,1.0000352800711543,66.7387278656346,26.895575284957886,0.00827293130236734
0.01,0.1,0.8382907418941661,0.941608028941196,0.4319394685928669,0.5922149359579039,16157,342649,1.0000352800711543,56.80605314071331,32.60245394706726,0.009167097842150147
0.01,auto,0.7284055499419966,0.5086369442248039,0.027727535722515753,0.05258830354377564,16157,586466,1.0000352800711543,97.22724642774843,7.177339553833008,0.003383092000593795
0.01,1615643,0.9038242608505188,0.961722975454091,0.673004073336638,0.7918673400318736,16157,197241,1.0000352800711543,32.6995926663362,112.60989046096802,0.01280878020712443
0.020000000000000004,256,0.7264743554497542,0.4694872678914446,0.047407869149241284,0.08611956030718265,32313,574595,2.0000086652806344,95.25921308507587,7.5345070362091064,0.003663973214950459
0.020000000000000004,1000,0.730666196750185,0.5397664150405925,0.06282752892533211,0.11255403541129283,32313,565294,2.0000086652806344,93.71724710746679,9.206616163253784,0.004461743317912034
0.020000000000000004,10000,0.7846828559504677,0.8299888458624464,0.2615274432145042,0.39773086838406313,32313,445440,2.0000086652806344,73.84725567854959,16.905848741531372,0.006846258664803449
0.020000000000000004,0.05,0.8175699489010895,0.8771532305586709,0.38250239144814824,0.5327062452523937,32313,372469,2.0000086652806344,61.74976085518517,26.971144437789917,0.008581167373649732
0.020000000000000004,0.1,0.8474951258183352,0.9019135851187188,0.49258195165378793,0.6371714247419917,32313,306070,2.0000086652806344,50.741804834621206,34.93295454978943,0.009354823807633852
0.020000000000000004,auto,0.7264743554497542,0.4694872678914446,0.047407869149241284,0.08611956030718265,32313,574595,2.0000086652806344,95.25921308507587,7.538614749908447,0.0036158944833784078
0.020000000000000004,1615643,0.9065878745322994,0.9298383892337656,0.7099542267706249,0.8051538812982847,32313,174953,2.0000086652806344,29.00457732293751,107.77645659446716,0.012155683092043366
0.030000000000000006,256,0.722286570333788,0.42229257511498713,0.05860167011775706,0.10292096620157928,48357,567843,2.9930498259825966,94.1398329882243,7.467090606689453,0.0035724848719468
0.030000000000000006,1000,0.7383905240319916,0.5949458061389068,0.11802729152125943,0.19697753626596795,48470,531998,3.0000439453517886,88.19727084787405,9.079846858978271,0.004561089747238634
0.030000000000000006,10000,0.782369929431404,0.7768888725223939,0.2798052358208262,0.4114295186589586,48470,434415,3.0000439453517886,72.01947641791737,17.19939947128296,0.00689323676356307
0.030000000000000006,0.05,0.8206972671231827,0.83965622188112,0.4207920874150974,0.5606270272419349,48470,349373,3.0000439453517886,57.92079125849026,26.14556384086609,0.008139952121741657
0.030000000000000006,0.1,0.8454530622840645,0.8643121687937584,0.5118561119114841,0.6429496630598662,48470,294444,3.0000439453517886,48.81438880885159,32.45102000236511,0.008758777359879946
0.030000000000000006,auto,0.722286570333788,0.42229257511498713,0.05860167011775706,0.10292096620157928,48357,567843,2.9930498259825966,94.1398329882243,7.0721752643585205,0.003366223510630671
0.030000000000000006,1615643,0.9070381110078537,0.9018555715743606,0.7383962957006984,0.8119811677627831,48470,157797,3.0000439453517886,26.160370429930154,100.86718225479126,0.011330644201362622
0.04000000000000001,256,0.7166714589734969,0.37730285978570877,0.06491807735858128,0.11077619434916369,64626,564033,4.000017330561269,93.50819226414187,7.031289577484131,0.0033616515272726585
0.04000000000000001,1000,0.7547405529210387,0.6567066660292267,0.20495498109222451,0.3124087111659195,64626,479564,4.000017330561269,79.50450189077755,8.873469352722168,0.004387771401595013
0.04000000000000001,10000,0.77839982621503,0.7315627479241866,0.2919854573426991,0.4173827523283646,64626,427068,4.000017330561269,70.80145426573009,16.58283543586731,0.006464569456391621
0.04000000000000001,0.05,0.8228903108569636,0.8096245279350509,0.4556434031674876,0.5831177193825537,64626,328351,4.000017330561269,54.435659683251245,26.543627738952637,0.008001497284815218
0.04000000000000001,0.1,0.8412075892112705,0.8299803477423581,0.5230233872852877,0.6416820909183362,64626,287708,4.000017330561269,47.697661271471226,33.7328667640686,0.00870534202903693
0.04000000000000001,auto,0.7166714589734969,0.37730285978570877,0.06491807735858128,0.11077619434916369,64626,564033,4.000017330561269,93.50819226414187,7.251279592514038,0.00351620624862602
0.04000000000000001,1615643,0.9054985636600125,0.8763753921493611,0.7595173004902261,0.8137725353945243,64626,145057,4.000017330561269,24.048269950977385,111.18008518218994,0.012598091600554197
0.05000000000000001,256,0.7101581280979109,0.33591733390329315,0.06774471104509186,0.11275086674659268,80783,562328,5.000052610632423,93.22552889549081,7.56966233253479,0.003700329664436546
0.05000000000000001,1000,0.7575032652284939,0.6436520994984495,0.2419034766765419,0.3516474512223336,80783,457277,5.000052610632423,75.8096523323458,9.443198204040527,0.004603618035783631
0.05000000000000001,10000,0.7735324048576865,0.6919771374536248,0.30086655802225165,0.41938681894127244,80783,421711,5.000052610632423,69.91334419777483,17.4251708984375,0.007061299622449296
0.05000000000000001,0.05,0.8220862849586765,0.7816652071914291,0.4794716764673213,0.5943626456169266,80783,313978,5.000052610632423,52.05283235326787,28.105140924453735,0.008938696923545522
0.05000000000000001,0.1,0.835973759190638,0.7984506374591452,0.5305566561835305,0.6375033491002499,80783,283164,5.000052610632423,46.94433438164694,35.281121492385864,0.009775309597381567
0.05000000000000001,auto,0.7101581280979109,0.33591733390329315,0.06774471104509186,0.11275086674659268,80783,562328,5.000052610632423,93.22552889549081,7.5402350425720215,0.003775956129620678
0.05000000000000001,1615643,0.9028791698703013,0.8529244695609746,0.776667755321283,0.8130118972313838,80783,134712,5.000052610632423,22.333224467871702,109.56323099136353,0.012436197357161092
0.06000000000000001,256,0.7030981136939491,0.29903176588836744,0.06855871523282012,0.11154387687394468,96939,561837,6.000025995841903,93.144128476718,7.766263723373413,0.0037497630458051727
0.06000000000000001,1000,0.7565559208124628,0.6226689035331852,0.2652028959318027,0.3719762166636825,96939,443223,6.000025995841903,73.47971040681973,9.443894624710083,0.004637782567985644
0.06000000000000001,10000,0.7679767842028741,0.6565467248660752,0.3072144644067965,0.41856977160481973,96939,417882,6.000025995841903,69.27855355932034,17.409135818481445,0.007018627992678899
0.06000000000000001,0.05,0.8191423964118091,0.7550659969275549,0.4954268216866631,0.59829203567285,96939,304354,6.000025995841903,50.45731783133369,28.200281858444214,0.00894096137105984
0.06000000000000001,0.1,0.8307092824429407,0.7699820378178678,0.5379755334545774,0.6334020409278648,96939,278689,6.000025995841903,46.20244665454226,36.38605260848999,0.00968259264600367
0.06000000000000001,auto,0.7030981136939491,0.29903176588836744,0.06855871523282012,0.11154387687394468,96939,561837,6.000025995841903,93.144128476718,7.630268335342407,0.003753342815613445
0.06000000000000001,1615643,0.8991979571252289,0.8309417759842066,0.7899106584813103,0.8099068755062269,96939,126724,6.000025995841903,21.008934151868978,119.58171582221985,0.013915931069579938
0.07,256,0.6959074000127995,0.26870352408664727,0.06889194301639116,0.10966680345877301,113095,561636,6.999999381051383,93.11080569836088,7.810906887054443,0.0038342977275939868
0.07,1000,0.7537395767326442,0.6003286567480651,0.28162721260761514,0.3833953423813506,113095,433316,6.999999381051383,71.83727873923849,9.765888214111328,0.0049213884475990495
0.07,10000,0.7618596073433164,0.6242528747088745,0.31149669010313485,0.4156084310832602,113095,415299,6.999999381051383,68.85033098968651,18.55509662628174,0.0073305440866655875
0.07,0.05,0.8155752075189041,0.7308370599729159,0.5090891608130758,0.6001344585113411,113095,296113,6.999999381051383,49.09108391869242,29.144486665725708,0.009157301855527275
0.07,0.1,0.8254894237243525,0.7442279118259678,0.5455585378429055,0.6295924282688676,113095,274115,6.999999381051383,45.44414621570945,37.40986704826355,0.01011568859530773
0.07,auto,0.6959074000127995,0.26870352408664727,0.06889194301639116,0.10966680345877301,113095,561636,6.999999381051383,93.11080569836088,7.964114189147949,0.003929463084640542
0.07,1615643,0.8974483895595614,0.8120833582570667,0.8102591053248474,0.8111702061447585,113095,114450,6.999999381051383,18.974089467515263,123.38323879241943,0.013613926688227931
0.08,256,0.6887351645053212,0.244361297866121,0.06929480048608153,0.10797154891048136,129252,561393,8.000034661122537,93.07051995139184,7.9638848304748535,0.0039685782617285385
0.08,1000,0.7492020583784096,0.5765233573820336,0.29172020139557786,0.38741090152520075,129251,427228,7.999972766260863,70.82797986044221,10.293261051177979,0.00498085141665803
0.08,10000,0.7559258601589844,0.5962578287285052,0.31645531846463226,0.4134682658129415,129252,412308,8.000034661122537,68.35446815353677,18.406078577041626,0.007309478728950055
0.08,0.05,0.8112432025108683,0.7081524132091448,0.5199397869000035,0.5996237331105303,129252,289568,8.000034661122537,48.00602130999965,30.476763486862183,0.009177205440132586
0.08,0.1,0.820010419887202,0.7204322472357287,0.5521899365209362,0.6251901655437397,129252,270115,8.000034661122537,44.781006347906384,38.95039367675781,0.010421343879819743
0.08,auto,0.6887351645053212,0.244361297866121,0.06929480048608153,0.10797154891048136,129252,561393,8.000034661122537,93.07051995139184,8.653788328170776,0.0041996531281548325
0.08,1615643,0.8923258792681201,0.7924609495426986,0.8182018630914586,0.8051257162666449,129252,109659,8.000034661122537,18.17981369085414,120.9239592552185,0.013303946990210471
0.09000000000000001,256,0.6815958291607214,0.22457457644292045,0.06981536528230693,0.10651692782436038,145407,561079,8.999946151470343,93.01846347176931,8.163177251815796,0.003970436110144718
0.09000000000000001,1000,0.7442422461527091,0.5546776184219795,0.30026144289288137,0.3896144405698957,145408,422076,9.000008046332018,69.97385571071186,9.98185658454895,0.004695488048976664
0.09000000000000001,10000,0.7501160519443997,0.5717701940180706,0.3218681976355748,0.41187720565538793,145408,409043,9.000008046332018,67.81318023644252,18.55129337310791,0.007354506355503169
0.09000000000000001,0.05,0.8064830446982514,0.6870422383642723,0.5292137979512294,0.5978876510559872,145408,283974,9.000008046332018,47.07862020487706,29.94138526916504,0.00941643442367341
0.09000000000000001,0.1,0.8141906965550375,0.6981526881407935,0.5575663429991495,0.619989713508302,145408,266872,9.000008046332018,44.24336570008505,38.894426345825195,0.01006007993641002
0.09000000000000001,auto,0.6815958291607214,0.22457457644292045,0.06981536528230693,0.10651692782436038,145407,561079,8.999946151470343,93.01846347176931,8.264639139175415,0.003957871187961607
0.09000000000000001,1615643,0.8880975323075092,0.7748105198276637,0.8294321367527036,0.8011914437046853,145408,102885,9.000008046332018,17.056786324729647,120.31800270080566,0.013026328131884092
0.1,256,0.6744664089337012,0.20807109385722408,0.07037406062093102,0.1051755258590466,161563,560742,9.999919536679823,92.9625939379069,8.316085815429688,0.003914681316264591
0.1,1000,0.738295879727821,0.5325668391953547,0.30517365146363257,0.3880088614025214,161565,419113,10.000043326403173,69.48263485363674,10.294890642166138,0.004983886726204603
0.1,10000,0.7447686487587625,0.5512145664643546,0.32898368841710174,0.41204490051868986,161565,404751,10.000043326403173,67.10163115828983,18.171133041381836,0.007507968180601992
0.1,0.05,0.8012167652019033,0.6670506580059103,0.5366277016732677,0.5947732774738274,161565,279502,10.000043326403173,46.33722983267323,30.540783882141113,0.00801865127525502
0.1,0.1,0.8083412278701336,0.6775548734487947,0.5628349892488449,0.6148898848361743,161565,263694,10.000043326403173,43.71650107511551,32.157880544662476,0.008785916452802222
0.1,auto,0.6744664089337012,0.20807109385722408,0.07037406062093102,0.1051755258590466,161563,560742,9.999919536679823,92.9625939379069,6.802436828613281,0.003333860199539151
0.1,1615643,0.8825081101154931,0.7572736040959939,0.8356573622617048,0.7945369584423916,161565,99130,10.000043326403173,16.434263773829517,99.06246495246887,0.011509292390681162
